State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10)
Delhi,Delhi,Khan Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Khan%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Khan Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Khan%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Khan Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Khan%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Palika Bazaar,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Palika%20Bazaar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Palika Bazaar,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Palika%20Bazaar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Palika Bazaar,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Palika%20Bazaar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Tilak Nagar Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Tilak%20Nagar%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Tilak Nagar Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Tilak%20Nagar%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Tilak Nagar Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Tilak%20Nagar%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Shahpur Jat Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Shahpur%20Jat%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Shahpur Jat Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Shahpur%20Jat%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Shahpur Jat Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Shahpur%20Jat%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Meena Bazaar,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Meena%20Bazaar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Meena Bazaar,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Meena%20Bazaar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Meena Bazaar,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Meena%20Bazaar%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Rajouri Garden Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Rajouri%20Garden%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Rajouri Garden Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Rajouri%20Garden%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Rajouri Garden Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Rajouri%20Garden%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,INA Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=INA%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,INA Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=INA%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,INA Market,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=INA%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Kalka Ji Temple,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Kalka%20Ji%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Kalka Ji Temple,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Kalka%20Ji%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Kalka Ji Temple,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Kalka%20Ji%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Chhatarpur Temple,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Chhatarpur%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Chhatarpur Temple,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Chhatarpur%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Chhatarpur Temple,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Chhatarpur%20Temple%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Birla Mandir (Laxminarayan Temple),Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Birla%20Mandir%20%28Laxminarayan%20Temple%29%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Birla Mandir (Laxminarayan Temple),Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Birla%20Mandir%20%28Laxminarayan%20Temple%29%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Birla Mandir (Laxminarayan Temple),Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Birla%20Mandir%20%28Laxminarayan%20Temple%29%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,"Hanuman Mandir, Connaught Place",Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Hanuman%20Mandir%2C%20Connaught%20Place%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,"Hanuman Mandir, Connaught Place",Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Hanuman%20Mandir%2C%20Connaught%20Place%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,"Hanuman Mandir, Connaught Place",Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Hanuman%20Mandir%2C%20Connaught%20Place%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Nizamuddin Dargah,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Nizamuddin%20Dargah%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Nizamuddin Dargah,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Nizamuddin%20Dargah%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Nizamuddin Dargah,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Nizamuddin%20Dargah%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Fatehpuri Masjid,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Fatehpuri%20Masjid%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Fatehpuri Masjid,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Fatehpuri%20Masjid%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Fatehpuri Masjid,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Fatehpuri%20Masjid%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Gurudwara Sis Ganj Sahib,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Sis%20Ganj%20Sahib%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Gurudwara Sis Ganj Sahib,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Sis%20Ganj%20Sahib%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Gurudwara Sis Ganj Sahib,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Sis%20Ganj%20Sahib%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Gurudwara Rakab Ganj Sahib,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Rakab%20Ganj%20Sahib%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
