State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi
Maharashtra,Kolhapur,Mahalaxmi Temple,Temple,7th Century,1.5,4.8,0.0,Yes,Open All Days,Important Shakti Peeth known for its architectural beauty,No,0.6,Morning,India,http://googleusercontent.com/maps.google.com/mh21,Kolhapur Airport,Kolhapur Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kolhapur Main Market,Kolhapur Famous Restaurant,October to March,Kolhapur Special Cuisine,8.0,0.0,0.0,77.0,No,Religious Heritage,3,1,5.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Kolhapur,Top hotels near Mahalaxmi Temple in Kolhapur,"Taxi, Bus, Metro",Kolhapur Metro Station,300,Coastal Tropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Mahalaxmi Temple is a famous tourist attraction located in Kolhapur.,4.8,0,10 AM - 1 PM,5,October - March,"Mahalaxmi Temple is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Mahalaxmi Temple?,Mahalaxmi Temple,Mahalaxmi Temple Kolhapur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Mahalaxmi Temple
Goa,North Goa,Club Cubana,Nightlife,Unknown,4.0,4.2,1500.0,Yes,Open All Days,Premium nightclub on Arpora hill with pool,No,0.1,Night,India,https://maps.google.com/?q=Club+Cubana+Goa,Dabolim Airport / Manohar International Airport (Mopa),Madgaon Junction / Karmali / Thivivm,"₹1,200 - ₹2,000",₹400 - ₹600,Drinks (All inclusive entry),"Dress well, it has a dress code.",Night,North Goa,Nightlife / Party,Luxury,Yes,2.0,No,No,No,0.0,Anjuna Flea Market,Britto's,October to March,North Goa Special Cuisine,8.0,0.0,0.0,67.0,No,Non-Religious,90,0,4.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in North Goa,Top hotels near Club Cubana in North Goa,"Taxi, Bus, Metro",North Goa Metro Station,300,Humid Subtropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Club Cubana is a famous tourist attraction located in North Goa.,4.2,0,11 AM - 4 PM,5,October - March,"Club Cubana is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Club Cubana?,Club Cubana,Club Cubana North Goa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Club Cubana
Assam,Majuli,Majuli River Island,Island,Ancient,3.0,4.6,50.0,No,Open All Days,Holy island believed to be the residence of Lord Krishna,Yes,0.05,October to April,India,Information not available,Jorhat Airport,Jorhat Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,Aberdeen Bazaar,Ananda Restaurant,October to March,Dwarka Special Cuisine,9.1,0.0,0.0,87.0,No,Non-Religious,15,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Majuli,Top hotels near Majuli River Island in Majuli,"Taxi, Bus, Metro",Majuli Metro Station,300,Temperate,"Sunglasses, cap, sunscreen, portable charger",60,180,Majuli River Island is a famous tourist attraction located in Majuli.,4.6,0,11 AM - 4 PM,5,September - February,"Majuli River Island is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Majuli River Island?,Majuli River Island,Majuli River Island Majuli में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Majuli River Island
Himachal Pradesh,Chamba,Lakshmi Narayan Temple Chamba,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,March to June & September to November,India,Information not available,Kangra Airport,Pathankot Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,9.3,0.0,0.0,89.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Chamba,Top hotels near Lakshmi Narayan Temple Chamba in Chamba,"Taxi, Bus, Metro",Chamba Metro Station,300,Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Lakshmi Narayan Temple Chamba is a famous tourist attraction located in Chamba.,4.7,0,10 AM - 1 PM,5,November - February,"Lakshmi Narayan Temple Chamba is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Lakshmi Narayan Temple Chamba?,Lakshmi Narayan Temple Chamba,Lakshmi Narayan Temple Chamba Chamba में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Lakshmi Narayan Temple Chamba
Haryana,Narnaul,Jal Mahal (Narnaul),Historical Site,1591,1.0,4.3,0.0,No,Open All Days,Water palace built by Shah Quli Khan in the center of a tank,Yes,0.02,Afternoon,India,http://googleusercontent.com/maps.google.com/hr29,Indira Gandhi International Airport,Narnaul Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Narnaul Main Market,Narnaul Famous Restaurant,October to March,Narnaul Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,81,0,4.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Narnaul,Top hotels near Jal Mahal (Narnaul) in Narnaul,"Taxi, Bus, Metro",Narnaul Metro Station,300,Temperate,"Light cotton clothes, hat, sunscreen, camera",60,180,Jal Mahal (Narnaul) is a famous tourist attraction located in Narnaul.,4.3,0,11 AM - 4 PM,5,September - February,"Jal Mahal (Narnaul) is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Jal Mahal (Narnaul)?,Jal Mahal (Narnaul),Jal Mahal (Narnaul) Narnaul में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Jal Mahal (Narnaul)
Maharastra,Mumbai,Sanjay Gandhi National Park,National Park,1996,3.0,4.3,50.0,Yes,Monday,Wildlife,Yes,0.6,All,India,https://www.google.com/maps/search/?api=1&query=Sanjay%20Gandhi%20National%20Park%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport (CSMIA),Mumbai Central,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Britannia & Co.,October to March,Mumbai Special Cuisine,8.0,19.076,72.8777,69.0,Yes,Non-Religious,17,0,8.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Mumbai,Top hotels near Sanjay Gandhi National Park in Mumbai,"Taxi, Bus, Metro",Mumbai Metro Station,300,Humid Subtropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Sanjay Gandhi National Park is a famous tourist attraction located in Mumbai.,4.3,0,11 AM - 4 PM,5,September - February,"Sanjay Gandhi National Park is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Sanjay Gandhi National Park?,Sanjay Gandhi National Park,Sanjay Gandhi National Park Mumbai में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Sanjay Gandhi National Park
Rajasthan,Jaipur,Jaigarh Fort,Fort,1726,1.5,4.5,35.0,Yes,Open All Days,Historical,Yes,0.3,All,India,https://www.google.com/maps/search/?api=1&query=Jaigarh%20Fort%2C%20Jaipur%2C%20Rajasthan%2C%20India,Jaipur International Airport,Jaipur Junction,₹400 - ₹700,₹400 - ₹600,"Pyaaz Kachori, Laal Maas, Ghevar","Visit forts early to avoid heat, negotiate with local rickshaws.",Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Johari Bazaar, Bapu Bazaar, Tripolia Bazaar",Chokhi Dhani,October to March,Jaipur Special Cuisine,8.0,26.9124,75.7873,72.0,No,Non-Religious,6,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Jaipur,Top hotels near Jaigarh Fort in Jaipur,"Taxi, Bus, Metro",Jaipur Metro Station,300,Coastal Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Jaigarh Fort is a famous tourist attraction located in Jaipur.,4.5,0,10 AM - 1 PM,5,November - February,"Jaigarh Fort is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Jaigarh Fort?,Jaigarh Fort,Jaigarh Fort Jaipur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Jaigarh Fort
Karnataka,Bangalore,Lalbagh Botanical Garden,Botanical Garden,1760,1.5,4.4,20.0,Yes,Open All Days,Nature,Yes,1.5,Evening,India,https://www.google.com/maps/search/?api=1&query=Lalbagh%20Botanical%20Garden%2C%20Bangalore%2C%20Karnataka%2C%20India,Kempegowda International Airport,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Commercial Street,MTR,October to March,Bangalore Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,47,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Bangalore,Top hotels near Lalbagh Botanical Garden in Bangalore,"Taxi, Bus, Metro",Bangalore Metro Station,300,Temperate,"Light cotton clothes, hat, sunscreen, camera",60,180,Lalbagh Botanical Garden is a famous tourist attraction located in Bangalore.,4.4,0,10 AM - 1 PM,5,September - February,"Lalbagh Botanical Garden is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Lalbagh Botanical Garden?,Lalbagh Botanical Garden,Lalbagh Botanical Garden Bangalore में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Lalbagh Botanical Garden
West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20.0,Yes,Friday,Historical,Yes,0.09,All,India,https://www.google.com/maps/search/?api=1&query=Cooch%20Behar%20Palace%2C%20Cooch%20Behar%2C%20West%20Bengal%2C%20India,Bagdogra Airport,Cooch Behar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Cooch Behar Main Market,Cooch Behar Famous Restaurant,October to March,Cooch Behar Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,36,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Cooch Behar,Top hotels near Cooch Behar Palace in Cooch Behar,"Taxi, Bus, Metro",Cooch Behar Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Cooch Behar Palace is a famous tourist attraction located in Cooch Behar.,4.5,0,11 AM - 4 PM,5,November - February,"Cooch Behar Palace is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Cooch Behar Palace?,Cooch Behar Palace,Cooch Behar Palace Cooch Behar में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Cooch Behar Palace
Rajasthan,Udaipur,Lake Pichola,Lake,Ancient,2.0,4.5,0.0,Yes,Open All Days,Nature,Yes,0.0849999999999999,October to March,India,Information not available,Maharana Pratap Airport,Udaipur City Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Ahdoos,October to March,Hyderabad Special Cuisine,8.0,24.58,73.69,80.0,No,Non-Religious,34,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Udaipur,Top hotels near Lake Pichola in Udaipur,"Taxi, Bus, Metro",Udaipur Metro Station,300,Humid Subtropical,"Comfortable shoes, light jacket, water bottle",60,180,Lake Pichola is a famous tourist attraction located in Udaipur.,4.5,0,10 AM - 1 PM,5,November - February,"Lake Pichola is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Lake Pichola?,Lake Pichola,Lake Pichola Udaipur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Lake Pichola
Odisha,Puri,Chilika Lake,Lake,Ancient,2.0,4.5,0.0,Yes,Open All Days,Nature,Yes,0.0849999999999999,October to February,India,Information not available,Biju Patnaik International Airport,Puri Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Ahdoos,October to March,Hyderabad Special Cuisine,8.5,0.0,0.0,82.0,No,Non-Religious,34,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Puri,Top hotels near Chilika Lake in Puri,"Taxi, Bus, Metro",Puri Metro Station,300,Coastal Tropical,"Comfortable shoes, light jacket, water bottle",60,180,Chilika Lake is a famous tourist attraction located in Puri.,4.5,0,10 AM - 1 PM,5,November - February,"Chilika Lake is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Chilika Lake?,Chilika Lake,Chilika Lake Puri में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Chilika Lake
Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2.0,4.6,25.0,No,Open All Days,Archaeological,Yes,0.07,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Bhimbetka%20Rock%20Shelters%2C%20Bhimbetka%2C%20Madhya%20Pradesh%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Bhimbetka Main Market,Bhimbetka Famous Restaurant,October to March,Bhimbetka Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,54,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Bhimbetka,Top hotels near Bhimbetka Rock Shelters in Bhimbetka,"Taxi, Bus, Metro",Bhimbetka Metro Station,300,Humid Subtropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Bhimbetka Rock Shelters is a famous tourist attraction located in Bhimbetka.,4.6,0,11 AM - 4 PM,5,September - February,"Bhimbetka Rock Shelters is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Bhimbetka Rock Shelters?,Bhimbetka Rock Shelters,Bhimbetka Rock Shelters Bhimbetka में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Bhimbetka Rock Shelters
Goa,Goa,Aguada Beach,Beach,Ancient,2.0,4.5,0.0,Yes,Open All Days,Scenic,Yes,0.01,Evening,India,https://www.google.com/maps/search/?api=1&query=Aguada%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar International Airport (Mopa),Madgaon Junction / Karmali / Thivivm,"₹1,200 - ₹2,000",₹400 - ₹600,"Seafood, Bibinca, Feni, Cashews","Carry sunscreen, avoid peak sun (12-3 PM), keep cash handy for shacks.",Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,Yes,Yes,1200.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Thalassa,October to March,Goa Special Cuisine,8.0,15.2993,74.124,72.0,Yes,Non-Religious,1,0,9.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Goa,Top hotels near Aguada Beach in Goa,"Taxi, Bus, Metro",Goa Metro Station,300,Semi-Arid,"Comfortable shoes, light jacket, water bottle",60,180,Aguada Beach is a famous tourist attraction located in Goa.,4.5,0,10 AM - 1 PM,5,October - March,"Aguada Beach is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Aguada Beach?,Aguada Beach,Aguada Beach Goa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Aguada Beach
Rajasthan,Jaipur,Nahargarh Fort,Fort,Unknown,2.0,4.5,50.0,Yes,Open All Days,Historical,Yes,0.15,October to March,India,Information not available,Jaipur International Airport,Jaipur Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Johari Bazaar, Bapu Bazaar, Tripolia Bazaar",Chokhi Dhani,October to March,Jaipur Special Cuisine,8.0,26.91,75.78,80.0,No,Non-Religious,6,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Jaipur,Top hotels near Nahargarh Fort in Jaipur,"Taxi, Bus, Metro",Jaipur Metro Station,300,Semi-Arid,"Comfortable shoes, light jacket, water bottle",60,180,Nahargarh Fort is a famous tourist attraction located in Jaipur.,4.5,0,11 AM - 4 PM,5,October - March,"Nahargarh Fort is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Nahargarh Fort?,Nahargarh Fort,Nahargarh Fort Jaipur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Nahargarh Fort
Punjab,Firozpur,Saragarhi Memorial Gurudwara,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,October to March,India,Information not available,Sri Guru Ram Dass Jee International Airport,Firozpur Cantt,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,8.5,0.0,0.0,80.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Firozpur,Top hotels near Saragarhi Memorial Gurudwara in Firozpur,"Taxi, Bus, Metro",Firozpur Metro Station,300,Coastal Tropical,"Comfortable shoes, light jacket, water bottle",60,180,Saragarhi Memorial Gurudwara is a famous tourist attraction located in Firozpur.,4.7,0,5 PM - 9 PM,5,November - February,"Saragarhi Memorial Gurudwara is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Saragarhi Memorial Gurudwara?,Saragarhi Memorial Gurudwara,Saragarhi Memorial Gurudwara Firozpur में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Saragarhi Memorial Gurudwara
Kerala,Thiruvananthapuram,Napier Museum,Museum,1855,1.5,4.5,20.0,Yes,Monday,Indo-Saracenic structure with rare artifacts,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/kl12,Trivandrum International Airport,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Thiruvananthapuram Main Market,Thiruvananthapuram Famous Restaurant,October to March,Thiruvananthapuram Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,10,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Thiruvananthapuram,Top hotels near Napier Museum in Thiruvananthapuram,"Taxi, Bus, Metro",Thiruvananthapuram Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Napier Museum is a famous tourist attraction located in Thiruvananthapuram.,4.5,0,5 PM - 9 PM,5,November - February,"Napier Museum is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Napier Museum?,Napier Museum,Napier Museum Thiruvananthapuram में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Napier Museum
West Bengal,Kolkata,Marble Palace,Palace,1835,1.0,4.4,0.0,Yes,Open All Days,Historical,Yes,0.1,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Marble%20Palace%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhas Chandra Bose International Airport,Howrah Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"New Market, Gariahat Market, College Street",6 Ballygunge Place,October to March,Kolkata Special Cuisine,8.0,22.5726,88.3639,70.0,No,Non-Religious,36,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Kolkata,Top hotels near Marble Palace in Kolkata,"Taxi, Bus, Metro",Kolkata Metro Station,300,Temperate,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Marble Palace is a famous tourist attraction located in Kolkata.,4.4,0,11 AM - 4 PM,5,September - February,"Marble Palace is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Marble Palace?,Marble Palace,Marble Palace Kolkata में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Marble Palace
Punjab,Chandigarh,Rose Garden Chandigarh,Garden,Unknown,1.5,4.4,20.0,Yes,Open All Days,Tiered gardens with murals of Lord Krishna,Yes,0.08,October to March,India,Information not available,Chandigarh International Airport / Shaheed Bhagat Singh International Airport,Chandigarh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,Lal Chowk,Ahdoos,October to March,Srinagar Special Cuisine,8.8,0.0,0.0,84.0,No,Non-Religious,79,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Chandigarh,Top hotels near Rose Garden Chandigarh in Chandigarh,"Taxi, Bus, Metro",Chandigarh Metro Station,300,Tropical,"Comfortable shoes, light jacket, water bottle",60,180,Rose Garden Chandigarh is a famous tourist attraction located in Chandigarh.,4.4,0,5 PM - 9 PM,5,November - February,"Rose Garden Chandigarh is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Rose Garden Chandigarh?,Rose Garden Chandigarh,Rose Garden Chandigarh Chandigarh में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Rose Garden Chandigarh
Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,0.5,4.6,0.0,Yes,Open All Days,Architectural,No,0.8,Morning,India,https://www.google.com/maps/search/?api=1&query=Vidhana%20Soudha%2C%20Bangalore%2C%20Karnataka%2C%20India,Kempegowda International Airport,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Commercial Street,MTR,October to March,Bangalore Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,48,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Bangalore,Top hotels near Vidhana Soudha in Bangalore,"Taxi, Bus, Metro",Bangalore Metro Station,300,Humid Subtropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Vidhana Soudha is a famous tourist attraction located in Bangalore.,4.6,0,10 AM - 1 PM,5,November - February,"Vidhana Soudha is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Vidhana Soudha?,Vidhana Soudha,Vidhana Soudha Bangalore में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Vidhana Soudha
Rajasthan,Dausa,Chand Baori,Landmark,8th Century,1.0,4.6,20.0,No,Open All Days,One of the world's deepest and largest stepwells,Yes,0.09,Morning,India,https://maps.app.goo.gl/chandbaori,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Dausa Main Market,Dausa Famous Restaurant,October to March,Dausa Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,2,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Dausa,Top hotels near Chand Baori in Dausa,"Taxi, Bus, Metro",Dausa Metro Station,300,Coastal Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Chand Baori is a famous tourist attraction located in Dausa.,4.6,0,11 AM - 4 PM,5,October - March,"Chand Baori is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Chand Baori?,Chand Baori,Chand Baori Dausa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Chand Baori
Goa,Goa,Colva Beach,Beach,Ancient,2.0,4.3,0.0,Yes,Open All Days,Scenic,Yes,0.1,Evening,India,https://www.google.com/maps/search/?api=1&query=Colva%20Beach%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar International Airport (Mopa),Madgaon Junction / Karmali / Thivivm,"₹1,200 - ₹2,000",₹400 - ₹600,"Seafood, Bibinca, Feni, Cashews","Carry sunscreen, avoid peak sun (12-3 PM), keep cash handy for shacks.",Afternoon,South Goa,Relaxation / Couples,Mid-Range,No,2.0,No,Yes,Yes,1200.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Fisherman's Wharf,October to March,Goa Special Cuisine,8.0,15.2993,74.124,69.0,Yes,Non-Religious,1,0,8.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Goa,Top hotels near Colva Beach in Goa,"Taxi, Bus, Metro",Goa Metro Station,300,Coastal Tropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Colva Beach is a famous tourist attraction located in Goa.,4.3,0,10 AM - 1 PM,5,September - February,"Colva Beach is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Colva Beach?,Colva Beach,Colva Beach Goa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Colva Beach
Bihar,Nalanda,Nalanda Archaeological Museum,Museum,Unknown,2.0,4.5,30.0,Yes,Monday,Historical,Yes,0.08,October to March,India,Information not available,Jay Prakash Narayan International Airport,Bihar Sharif Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Low,No,2.0,No,No,No,0.0,"New Market, Gariahat Market, College Street",6 Ballygunge Place,October to March,Kolkata Special Cuisine,8.3,0.0,0.0,78.0,No,Non-Religious,10,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Nalanda,Top hotels near Nalanda Archaeological Museum in Nalanda,"Taxi, Bus, Metro",Nalanda Metro Station,300,Humid Subtropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Nalanda Archaeological Museum is a famous tourist attraction located in Nalanda.,4.5,0,11 AM - 4 PM,5,November - February,"Nalanda Archaeological Museum is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Nalanda Archaeological Museum?,Nalanda Archaeological Museum,Nalanda Archaeological Museum Nalanda में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Nalanda Archaeological Museum
