State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station
Kerala,Thiruvananthapuram,Padmanabhaswamy Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.46,All,India,https://www.google.com/maps/search/?api=1&query=Padmanabhaswamy%20Temple%2C%20Thiruvananthapuram%2C%20Kerala%2C%20India,Trivandrum International Airport,Thiruvananthapuram Central
Kerala,Varkala,Varkala Beach,Beach,Unknown,2.0,4.6,0,Yes,,Recreational,Yes,0.1,All,India,https://www.google.com/maps/search/?api=1&query=Varkala%20Beach%2C%20Varkala%2C%20Kerala%2C%20India,Varkala Airport,Varkala Railway Station
Kerala,Wayanad,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,3.0,4.5,300,No,,Wildlife,Yes,2.2,All,India,https://www.google.com/maps/search/?api=1&query=Wayanad%20Wildlife%20Sanctuary%2C%20Wayanad%2C%20Kerala%2C%20India,Wayanad Airport,Wayanad Railway Station
Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,,Religious,No,0.015,Morning,India,https://www.google.com/maps/search/?api=1&query=Diskit%20Monastery%2C%20Diskit%2C%20Ladakh%2C%20India,Diskit Airport,None (Check local transport)
Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,,Historical,Yes,0.012,All,India,https://www.google.com/maps/search/?api=1&query=Dras%20War%20Memorial%2C%20Dras%2C%20Ladakh%2C%20India,Dras Airport,None (Check local transport)
Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,,Wildlife,Yes,0.02,All,India,https://www.google.com/maps/search/?api=1&query=Hemis%20National%20Park%2C%20Hemis%2C%20Ladakh%2C%20India,Hemis Airport,None (Check local transport)
Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,,Historical,Yes,0.011,All,India,https://www.google.com/maps/search/?api=1&query=Kargil%20War%20Memorial%2C%20Kargil%2C%20Ladakh%2C%20India,Kargil Airport,None (Check local transport)
Ladakh,Leh,Pangong Tso,Lake,Unknown,2.0,4.9,20,Yes,,Nature,Yes,0.15,Morning,India,https://www.google.com/maps/search/?api=1&query=Pangong%20Tso%2C%20Leh%2C%20Ladakh%2C%20India,Kushok Bakula Rimpochee Airport,None (Nearest: Jammu Tawi)
Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20,Yes,,Religious,No,0.05,All,India,https://www.google.com/maps/search/?api=1&query=Thiksey%20Monastery%2C%20Leh%2C%20Ladakh%2C%20India,Kushok Bakula Rimpochee Airport,None (Nearest: Jammu Tawi)
Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,,Nature,Yes,0.1,All,India,https://www.google.com/maps/search/?api=1&query=Magnetic%20Hill%2C%20Leh%2C%20Ladakh%2C%20India,Kushok Bakula Rimpochee Airport,None (Nearest: Jammu Tawi)
Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,,Adventure,Yes,0.05,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Khardung%20La%20Pass%2C%20Leh%2C%20Ladakh%2C%20India,Kushok Bakula Rimpochee Airport,None (Nearest: Jammu Tawi)
Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.1,All,India,https://www.google.com/maps/search/?api=1&query=Nubra%20Valley%2C%20Nubra%20Valley%2C%20Ladakh%2C%20India,Nubra Valley Airport,None (Check local transport)
Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,1.0,4.4,0,No,,Religious,Yes,0.01,All,India,https://www.google.com/maps/search/?api=1&query=Narmada%20Udgam%20Temple%2C%20Amarkantak%2C%20Madhya%20Pradesh%2C%20India,Amarkantak Airport,Amarkantak Railway Station
Madhya Pradesh,Bandhavgarh,Bandhavgarh National Park,National Park,1968,3.0,4.5,50,No,,Wildlife,Yes,0.05,Morning,India,https://www.google.com/maps/search/?api=1&query=Bandhavgarh%20National%20Park%2C%20Bandhavgarh%2C%20Madhya%20Pradesh%2C%20India,Bandhavgarh Airport,Bandhavgarh Railway Station
Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2.0,4.6,25,No,,Archaeological,Yes,0.07,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Bhimbetka%20Rock%20Shelters%2C%20Bhimbetka%2C%20Madhya%20Pradesh%2C%20India,Bhimbetka Airport,Bhimbetka Railway Station
Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.5,4.7,30,Yes,,Historical,Yes,0.01,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Sanchi%20Stupa%2C%20Bhopal%2C%20Madhya%20Pradesh%2C%20India,Raja Bhoj Airport,Bhopal Junction
Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2.0,4.7,10,Yes,Monday,Cultural,Yes,0.15,All,India,https://www.google.com/maps/search/?api=1&query=Madhya%20Pradesh%20Tribal%20Museum%2C%20Bhopal%2C%20Madhya%20Pradesh%2C%20India,Raja Bhoj Airport,Bhopal Junction
Madhya Pradesh,Chitrakoot,Chitrakoot Falls,Waterfall,Unknown,1.5,4.4,0,No,,Nature,Yes,0.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Chitrakoot%20Falls%2C%20Chitrakoot%2C%20Madhya%20Pradesh%2C%20India,Chitrakoot Airport,Chitrakoot Railway Station
Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.5,4.5,75,Yes,,Historical,Yes,0.4,Morning,India,https://www.google.com/maps/search/?api=1&query=Gwalior%20Fort%2C%20Gwalior%2C%20Madhya%20Pradesh%2C%20India,Gwalior Airport,Gwalior Junction
Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,1.0,4.4,10,Yes,,Historical,Yes,0.63,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Rajwada%20Palace%2C%20Indore%2C%20Madhya%20Pradesh%2C%20India,Devi Ahilya Bai Holkar Airport,Indore Junction
Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Dhuandhar%20Falls%2C%20Jabalpur%2C%20Madhya%20Pradesh%2C%20India,Jabalpur Airport,Jabalpur Junction
Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,3.0,4.5,100,No,,Wildlife,Yes,0.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Kanha%20National%20Park%2C%20Kanha%2C%20Madhya%20Pradesh%2C%20India,Kanha Airport,Kanha Railway Station
Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,2.0,4.7,40,No,,Cultural,Yes,0.09,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Khajuraho%20Group%20of%20Monuments%2C%20Khajuraho%2C%20Madhya%20Pradesh%2C%20India,Khajuraho Airport,Khajuraho Railway Station
Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,1.0,3.9,50,No,,Historical,Yes,0.03,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Jahaz%20Mahal%2C%20Mandu%2C%20Madhya%20Pradesh%2C%20India,Mandu Airport,Mandu Railway Station
Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.5,4.8,10,No,,Historical,Yes,0.1,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Orchha%20Fort%2C%20Orchha%2C%20Madhya%20Pradesh%2C%20India,Orchha Airport,Orchha Railway Station
Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.5,4.6,15,No,,Nature,Yes,0.065,Morning,India,https://www.google.com/maps/search/?api=1&query=Bee%20Falls%2C%20Pachmarhi%2C%20Madhya%20Pradesh%2C%20India,Pachmarhi Airport,Pachmarhi Railway Station
Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,0,Yes,,Religious,No,1.2,All,India,https://www.google.com/maps/search/?api=1&query=Mahakaleshwar%20Jyotirlinga%2C%20Ujjain%2C%20Madhya%20Pradesh%2C%20India,Ujjain Airport,Ujjain Railway Station
Maharashtra,Ajanta,Ellora Caves,Cave,600,3.0,4.7,30,Yes,Tuesday,Historical,Yes,0.49,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Ellora%20Caves%2C%20Ajanta%2C%20Maharashtra%2C%20India,Aurangabad Airport,Jalgaon Junction
Maharashtra,Matheran,Echo Point,Viewpoint,1828,1.5,4.4,0,Yes,,Nature,Yes,0.02,Morning,India,https://www.google.com/maps/search/?api=1&query=Echo%20Point%2C%20Matheran%2C%20Maharashtra%2C%20India,Matheran Airport,Matheran Railway Station
Maharashtra,Satara,Kaas Plateau,Valley,Unknown,2.0,4.4,300,No,,Nature,Yes,0.05,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Kaas%20Plateau%2C%20Satara%2C%20Maharashtra%2C%20India,Satara Airport,Satara Railway Station
Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,2.0,4.6,0,No,,Recreational,Yes,0.065,Evening,India,https://www.google.com/maps/search/?api=1&query=Tarkarli%20Beach%2C%20Tarkarli%2C%20Maharashtra%2C%20India,Tarkarli Airport,Tarkarli Railway Station
Maharastra,Alibaug,Alibaug Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.05,Evening,India,https://www.google.com/maps/search/?api=1&query=Alibaug%20Beach%2C%20Alibaug%2C%20Maharastra%2C%20India,Alibaug Airport,Alibaug Railway Station
Maharastra,Aurangabad,Ajanta Caves,Cave,200,3.0,4.6,30,Yes,Monday,Historical,Yes,0.21,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Ajanta%20Caves%2C%20Aurangabad%2C%20Maharastra%2C%20India,Aurangabad Airport,Aurangabad Railway Station
Maharastra,Kolhapur,Mahalakshmi Temple,Temple,700,1.0,4.8,0,Yes,,Religious,No,0.9,All,India,https://www.google.com/maps/search/?api=1&query=Mahalakshmi%20Temple%2C%20Kolhapur%2C%20Maharastra%2C%20India,Kolhapur Airport,Kolhapur Railway Station
Maharastra,Lonavala,Imagicaa,Amusement Park,2013,5.0,1.4,1149,No,Monday,Recreational,Yes,0.95,All,India,https://www.google.com/maps/search/?api=1&query=Imagicaa%2C%20Lonavala%2C%20Maharastra%2C%20India,Pune International Airport,Lonavala Railway Station
Maharastra,Lonavala,Karla Caves,Cave,200,1.5,4.4,25,Yes,Yes,Historical,Yes,0.27,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Karla%20Caves%2C%20Lonavala%2C%20Maharastra%2C%20India,Pune International Airport,Lonavala Railway Station
Maharastra,Mumbai,Marine Drive,Promenade,Unknown,2.0,4.5,0,Yes,,Scenic,Yes,1.5,Evening,India,https://www.google.com/maps/search/?api=1&query=Marine%20Drive%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Gateway of India,Monument,1924,1.0,4.6,0,Yes,,Historical,Yes,3.6,All,India,https://www.google.com/maps/search/?api=1&query=Gateway%20of%20India%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,1922,1.0,4.6,500,Yes,,Historical,Yes,0.34,All,India,https://www.google.com/maps/search/?api=1&query=Chhatrapati%20Shivaji%20Maharaj%20Vastu%20Sangrahalaya%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Sanjay Gandhi National Park,National Park,1996,3.0,4.3,50,Yes,Monday,Wildlife,Yes,0.6,All,India,https://www.google.com/maps/search/?api=1&query=Sanjay%20Gandhi%20National%20Park%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Siddhivinayak Temple,Temple,1881,2.0,4.8,0,Yes,,Religious,No,1.05,All,India,https://www.google.com/maps/search/?api=1&query=Siddhivinayak%20Temple%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Mahalaxmi Temple,Temple,1831,1.0,4.7,0,Yes,,Religious,No,0.33,All,India,https://www.google.com/maps/search/?api=1&query=Mahalaxmi%20Temple%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Haji Ali Dargah,Religious Shrine,1431,2.0,4.4,0,Yes,,Religious,No,0.16,All,India,https://www.google.com/maps/search/?api=1&query=Haji%20Ali%20Dargah%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Chowpatty Beach,Beach,Unknown,2.0,4.3,0,Yes,,Recreational,Yes,0.05,Evening,India,https://www.google.com/maps/search/?api=1&query=Chowpatty%20Beach%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Essel World,Amusement Park,1986,5.0,4.3,1149,Yes,,Recreational,Yes,0.27,All,India,https://www.google.com/maps/search/?api=1&query=Essel%20World%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Mumbai,Elephanta Caves,Monument,1987,4.0,4.3,550,Yes,,Historical,Yes,0.35,All,India,https://www.google.com/maps/search/?api=1&query=Elephanta%20Caves%2C%20Mumbai%2C%20Maharastra%2C%20India,Chhatrapati Shivaji Maharaj International Airport,Chhatrapati Shivaji Maharaj Terminus (CSMT)
Maharastra,Nagpur,Deekshabhoomi,Monument,2001,1.0,4.5,0,Yes,,Religious,Yes,0.11,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Deekshabhoomi%2C%20Nagpur%2C%20Maharastra%2C%20India,Dr. Babasaheb Ambedkar International Airport,Nagpur Junction
Maharastra,Nashik,Sula Vineyards,Vineyard,1999,2.0,4.1,300,Yes,,Recreational,Yes,0.1,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Sula%20Vineyards%2C%20Nashik%2C%20Maharastra%2C%20India,Nashik Airport,Nashik Road
Maharastra,Pune,Shaniwar Wada,Fort,1732,2.0,4.4,50,Yes,,Historical,Yes,1.2,All,India,https://www.google.com/maps/search/?api=1&query=Shaniwar%20Wada%2C%20Pune%2C%20Maharastra%2C%20India,Pune International Airport,Pune Junction
Maharastra,Ratnagiri,Ganapatipule Temple,Temple,1600,1.0,4.7,0,No,,Religious,No,0.1,All,India,https://www.google.com/maps/search/?api=1&query=Ganapatipule%20Temple%2C%20Ratnagiri%2C%20Maharastra%2C%20India,Ratnagiri Airport,Ratnagiri Railway Station
Maharastra,Shirdi,Sai Baba Temple,Temple,1922,1.5,4.7,0,Yes,,Religious,No,0.69,All,India,https://www.google.com/maps/search/?api=1&query=Sai%20Baba%20Temple%2C%20Shirdi%2C%20Maharastra%2C%20India,Shirdi Airport,Sainagar Shirdi
Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.0,4.6,0,No,,Nature,Yes,0.06,Morning,India,https://www.google.com/maps/search/?api=1&query=Living%20Root%20Bridge%2C%20Cherrapunji%2C%20Meghalaya%2C%20India,Shillong Airport,None (Nearest: Guwahati)
Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3.0,4.7,0,No,,Trekking,Yes,0.01,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Dz%C3%BCkou%20Valley%2C%20Dz%C3%BCkou%20Valley%2C%20Nagaland%2C%20India,Dzükou Valley Airport,Dzükou Valley Railway Station
Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.014,Morning,India,https://www.google.com/maps/search/?api=1&query=Chandipur%20Beach%2C%20Balasore%2C%20Odisha%2C%20India,Balasore Airport,Balasore Railway Station
Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,,Religious,No,0.01,All,India,https://www.google.com/maps/search/?api=1&query=Tara%20Tarini%20Temple%2C%20Berhampur%2C%20Odisha%2C%20India,Berhampur Airport,Berhampur Railway Station
Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,,Religious,No,0.35,All,India,https://www.google.com/maps/search/?api=1&query=Lingaraj%20Temple%2C%20Bhubaneswar%2C%20Odisha%2C%20India,Biju Patnaik International Airport,Bhubaneswar Railway Station
Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.0,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Nandankanan%20Zoological%20Park%2C%20Bhubaneswar%2C%20Odisha%2C%20India,Biju Patnaik International Airport,Bhubaneswar Railway Station
Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,,Nature,Yes,0.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Chilika%20Lake%2C%20Chilika%2C%20Odisha%2C%20India,Chilika Airport,Chilika Railway Station
Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,,Historical,Yes,0.13,All,India,https://www.google.com/maps/search/?api=1&query=Barabati%20Fort%2C%20Cuttack%2C%20Odisha%2C%20India,Cuttack Airport,Cuttack Railway Station
Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,,Nature,Yes,0.055,All,India,https://www.google.com/maps/search/?api=1&query=Sanaghagara%20Waterfall%2C%20Kendujhar%2C%20Odisha%2C%20India,Kendujhar Airport,Kendujhar Railway Station
Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,,Nature,Yes,0.018,Morning,India,https://www.google.com/maps/search/?api=1&query=Badaghagara%20Waterfall%2C%20Keonjhar%2C%20Odisha%2C%20India,Keonjhar Airport,Keonjhar Railway Station
Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,,Historical,Yes,0.83,All,India,https://www.google.com/maps/search/?api=1&query=Sun%20Temple%2C%20Konark%2C%20Odisha%2C%20India,Konark Airport,Konark Railway Station
Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,,Religious,No,1.0,All,India,https://www.google.com/maps/search/?api=1&query=Jagannath%20Temple%2C%20Puri%2C%20Odisha%2C%20India,Puri Airport,Puri Railway Station
Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,,Nature,Yes,1.2,All,India,https://www.google.com/maps/search/?api=1&query=Khandadhar%20Waterfall%2C%20Rourkela%2C%20Odisha%2C%20India,Rourkela Airport,Rourkela Railway Station
Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,,Engineering Marvel,Yes,0.01,All,India,https://www.google.com/maps/search/?api=1&query=Hirakud%20Dam%2C%20Sambalpur%2C%20Odisha%2C%20India,Sambalpur Airport,Sambalpur Railway Station
Puducherry,Auroville,Auroville,Township,1968,2.0,4.1,0,Yes,,Cultural,Yes,0.035,All,India,https://www.google.com/maps/search/?api=1&query=Auroville%2C%20Auroville%2C%20Puducherry%2C%20India,Auroville Airport,Auroville Railway Station
Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,,Recreational,Yes,0.09,Morning,India,https://www.google.com/maps/search/?api=1&query=Promenade%20Beach%2C%20Puducherry%2C%20Puducherry%2C%20India,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,,Recreational,Yes,0.015,Morning,India,https://www.google.com/maps/search/?api=1&query=Paradise%20Beach%2C%20Puducherry%2C%20Puducherry%2C%20India,Puducherry Airport,Puducherry Railway Station
Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,1.5,4.9,0,Yes,,Spiritual,Yes,1.9,All,India,https://www.google.com/maps/search/?api=1&query=Golden%20Temple%20%28Harmandir%20Sahib%29%2C%20Amritsar%2C%20Punjab%2C%20India,Sri Guru Ram Dass Jee International Airport,Amritsar Junction
Punjab,Amritsar,Jallianwala Bagh,Memorial,1951,1.0,4.8,0,Yes,,Historical,Yes,0.3,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Jallianwala%20Bagh%2C%20Amritsar%2C%20Punjab%2C%20India,Sri Guru Ram Dass Jee International Airport,Amritsar Junction
Punjab,Amritsar,Wagah Border,Border Crossing,1950,2.0,4.8,0,Yes,,Cultural,Yes,0.17,Evening,India,https://www.google.com/maps/search/?api=1&query=Wagah%20Border%2C%20Amritsar%2C%20Punjab%2C%20India,Sri Guru Ram Dass Jee International Airport,Amritsar Junction
Punjab,Chandigarh,Rock Garden,Sculpture Garden,1976,2.0,4.5,30,Yes,,Artistic,Yes,0.5,All,India,https://www.google.com/maps/search/?api=1&query=Rock%20Garden%2C%20Chandigarh%2C%20Punjab%2C%20India,Chandigarh Airport,Chandigarh Junction
Rajasthan,Ajmer,Ajmer Sharif Dargah,Shrine,1236,1.0,4.6,0,Yes,,Religious,No,0.35,All,India,https://www.google.com/maps/search/?api=1&query=Ajmer%20Sharif%20Dargah%2C%20Ajmer%2C%20Rajasthan%2C%20India,Kishangarh Airport,Ajmer Junction
Rajasthan,Bikaner,Junagarh Fort,Fort,1589,2.0,4.5,50,Yes,,Historical,Yes,0.32,All,India,https://www.google.com/maps/search/?api=1&query=Junagarh%20Fort%2C%20Bikaner%2C%20Rajasthan%2C%20India,Bikaner Airport,Bikaner Junction
Rajasthan,Chittorgarh,Chittorgarh Fort,Fort,700,2.0,4.6,40,No,,Historical,Yes,1.9,All,India,https://www.google.com/maps/search/?api=1&query=Chittorgarh%20Fort%2C%20Chittorgarh%2C%20Rajasthan%2C%20India,Udaipur Airport,Chittorgarh Junction
Rajasthan,Jaipur,Hawa Mahal,Palace,1799,1.0,4.4,50,Yes,,Architectural,Yes,1.3,Morning,India,https://www.google.com/maps/search/?api=1&query=Hawa%20Mahal%2C%20Jaipur%2C%20Rajasthan%2C%20India,Jaipur International Airport,Jaipur Junction
Rajasthan,Jaipur,Amber Fort,Fort,1592,2.0,4.6,100,Yes,,Historical,Yes,1.5,All,India,https://www.google.com/maps/search/?api=1&query=Amber%20Fort%2C%20Jaipur%2C%20Rajasthan%2C%20India,Jaipur International Airport,Jaipur Junction
Rajasthan,Jaipur,Jaigarh Fort,Fort,1726,1.5,4.5,35,Yes,,Historical,Yes,0.3,All,India,https://www.google.com/maps/search/?api=1&query=Jaigarh%20Fort%2C%20Jaipur%2C%20Rajasthan%2C%20India,Jaipur International Airport,Jaipur Junction
Rajasthan,Jaipur,City Palace,Palace,1727,2.0,4.4,200,Yes,,Historical,Yes,0.51,Morning,India,https://www.google.com/maps/search/?api=1&query=City%20Palace%2C%20Jaipur%2C%20Rajasthan%2C%20India,Jaipur International Airport,Jaipur Junction
Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2.0,4.5,200,Yes,,Historical,Yes,0.63,All,India,https://www.google.com/maps/search/?api=1&query=Albert%20Hall%20Museum%2C%20Jaipur%2C%20Rajasthan%2C%20India,Jaipur International Airport,Jaipur Junction
Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,2.5,4.4,50,No,,Historical,Yes,0.56,All,India,https://www.google.com/maps/search/?api=1&query=Jaisalmer%20Fort%2C%20Jaisalmer%2C%20Rajasthan%2C%20India,Jaisalmer Airport,Jaisalmer Railway Station
Rajasthan,Jodhpur,Mehrangarh Fort,Fort,1459,2.0,4.6,100,Yes,,Historical,Yes,0.64,All,India,https://www.google.com/maps/search/?api=1&query=Mehrangarh%20Fort%2C%20Jodhpur%2C%20Rajasthan%2C%20India,Jodhpur Airport,Jodhpur Junction
Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,1.0,4.6,0,No,,Religious,No,0.05,All,India,https://www.google.com/maps/search/?api=1&query=Dilwara%20Temples%2C%20Mount%20Abu%2C%20Rajasthan%2C%20India,Udaipur Airport / Ahmedabad Airport,Abu Road Railway Station
Rajasthan,Pushkar,Pushkar Lake,Temple,1400,1.5,4.4,0,No,,Religious,Yes,1.6,All,India,https://www.google.com/maps/search/?api=1&query=Pushkar%20Lake%2C%20Pushkar%2C%20Rajasthan%2C%20India,Kishangarh Airport / Jaipur Airport,Ajmer Junction
Rajasthan,Sawai Madhopur,Ranthambore National Park,Wildlife Sanctuary,1980,3.0,4.6,500,No,,Wildlife,Yes,0.09,All,India,https://www.google.com/maps/search/?api=1&query=Ranthambore%20National%20Park%2C%20Sawai%20Madhopur%2C%20Rajasthan%2C%20India,Sawai Madhopur Airport,Sawai Madhopur Railway Station
Rajasthan,Udaipur,City Palace,Palace,1559,2.0,4.4,300,Yes,,Historical,Yes,0.51,All,India,https://www.google.com/maps/search/?api=1&query=City%20Palace%2C%20Udaipur%2C%20Rajasthan%2C%20India,Maharana Pratap Airport,Udaipur City
Rajasthan,Udaipur,Lake Pichola,Lake,1362,1.0,4.6,0,Yes,,Nature,Yes,0.5,All,India,https://www.google.com/maps/search/?api=1&query=Lake%20Pichola%2C%20Udaipur%2C%20Rajasthan%2C%20India,Maharana Pratap Airport,Udaipur City
Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,,Historical,Yes,0.15,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Nathula%20Pass%2C%20Gangtok%2C%20Sikkim%2C%20India,Pakyong Airport / Bagdogra Airport,None (Nearest: New Jalpaiguri)
Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1.0,4.6,10,Yes,,Religious,No,0.035,Morning,India,https://www.google.com/maps/search/?api=1&query=Rumtek%20Monastery%2C%20Gangtok%2C%20Sikkim%2C%20India,Pakyong Airport / Bagdogra Airport,None (Nearest: New Jalpaiguri)
Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,,Religious,No,0.075,All,India,https://www.google.com/maps/search/?api=1&query=Baba%20Harbhajan%20Singh%20Temple%2C%20Gangtok%2C%20Sikkim%2C%20India,Pakyong Airport / Bagdogra Airport,None (Nearest: New Jalpaiguri)
Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.0,4.5,0,Yes,,Nature,Yes,0.15,Morning,India,https://www.google.com/maps/search/?api=1&query=Tsomgo%20Lake%2C%20Gangtok%2C%20Sikkim%2C%20India,Pakyong Airport / Bagdogra Airport,None (Nearest: New Jalpaiguri)
Sikkim,Namchi,Char Dham,Religious Complex,211,2.0,4.7,50,Yes,,Religious,No,0.12,All,India,https://www.google.com/maps/search/?api=1&query=Char%20Dham%2C%20Namchi%2C%20Sikkim%2C%20India,Namchi Airport,None (Nearest major railhead in Sikkim or nearby state)
Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,,Religious,No,0.015,Morning,India,https://www.google.com/maps/search/?api=1&query=Pemayangtse%20Monastery%2C%20Pelling%2C%20Sikkim%2C%20India,Pelling Airport,None (Nearest major railhead in Sikkim or nearby state)
