State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi
Telangana,Hyderabad,Chowmahalla Palace,Palace,1800,1.5,4.4,80.0,Yes,Open All Days,Historical,Yes,0.45,Morning,India,https://www.google.com/maps/search/?api=1&query=Chowmahalla%20Palace%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Paradise Biryani,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,70.0,Yes,Non-Religious,36,0,8.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Telangana,Hyderabad,Chowmahalla Palace,Palace,1800,1.5,4.4,80.0,Yes,Open All Days,Historical,Yes,0.45,Morning,India,https://www.google.com/maps/search/?api=1&query=Chowmahalla%20Palace%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Bawarchi,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,70.0,Yes,Non-Religious,36,0,8.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Telangana,Hyderabad,Chowmahalla Palace,Palace,1800,1.5,4.4,80.0,Yes,Open All Days,Historical,Yes,0.45,Morning,India,https://www.google.com/maps/search/?api=1&query=Chowmahalla%20Palace%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Shah Ghouse,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,70.0,Yes,Non-Religious,36,0,8.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Telangana,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.2,50.0,Yes,Open All Days,Wildlife,Yes,0.86,Morning,India,https://www.google.com/maps/search/?api=1&query=Nehru%20Zoological%20Park%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Paradise Biryani,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,67.0,Yes,Non-Religious,12,0,8.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Telangana,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.2,50.0,Yes,Open All Days,Wildlife,Yes,0.86,Morning,India,https://www.google.com/maps/search/?api=1&query=Nehru%20Zoological%20Park%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Bawarchi,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,67.0,Yes,Non-Religious,12,0,8.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Telangana,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.2,50.0,Yes,Open All Days,Wildlife,Yes,0.86,Morning,India,https://www.google.com/maps/search/?api=1&query=Nehru%20Zoological%20Park%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Shah Ghouse,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,67.0,Yes,Non-Religious,12,0,8.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Telangana,Hyderabad,Lumbini Park,Park,1994,1.0,4.1,20.0,Yes,Open All Days,Recreational,Yes,0.73,Evening,India,https://www.google.com/maps/search/?api=1&query=Lumbini%20Park%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Paradise Biryani,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,66.0,Yes,Non-Religious,20,0,8.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.1,0,,5,,,,,,
Telangana,Hyderabad,Lumbini Park,Park,1994,1.0,4.1,20.0,Yes,Open All Days,Recreational,Yes,0.73,Evening,India,https://www.google.com/maps/search/?api=1&query=Lumbini%20Park%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Bawarchi,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,66.0,Yes,Non-Religious,20,0,8.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.1,0,,5,,,,,,
Telangana,Hyderabad,Lumbini Park,Park,1994,1.0,4.1,20.0,Yes,Open All Days,Recreational,Yes,0.73,Evening,India,https://www.google.com/maps/search/?api=1&query=Lumbini%20Park%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Shah Ghouse,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,66.0,Yes,Non-Religious,20,0,8.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.1,0,,5,,,,,,
Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0.0,Yes,Open All Days,Shopping,Yes,1.2,All,India,https://www.google.com/maps/search/?api=1&query=Inorbit%20Mall%20Cyberabad%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Paradise Biryani,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,72.0,Yes,Non-Religious,38,0,9.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0.0,Yes,Open All Days,Shopping,Yes,1.2,All,India,https://www.google.com/maps/search/?api=1&query=Inorbit%20Mall%20Cyberabad%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Bawarchi,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,72.0,Yes,Non-Religious,38,0,9.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0.0,Yes,Open All Days,Shopping,Yes,1.2,All,India,https://www.google.com/maps/search/?api=1&query=Inorbit%20Mall%20Cyberabad%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Hyderabad Deccan,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0.0,"Laad Bazaar, Begum Bazaar, Shilparamam",Shah Ghouse,October to March,Hyderabad Special Cuisine,8.0,17.385,78.4867,72.0,Yes,Non-Religious,38,0,9.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10.0,Yes,Monday,Historical,Yes,0.035,All,India,https://www.google.com/maps/search/?api=1&query=Ujjayanta%20Palace%2C%20Agartala%2C%20Tripura%2C%20India,Maharaja Bir Bikram Airport,Agartala Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Agartala Main Market,Agartala Famous Restaurant,October to March,Agartala Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,36,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Tripura,Dumboor,Dumboor Lake,Lake,Ancient,1.0,4.5,0.0,No,Open All Days,Nature,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Dumboor%20Lake%2C%20Dumboor%2C%20Tripura%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Dumboor Main Market,Dumboor Famous Restaurant,October to March,Dumboor Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,34,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,Unknown,1.5,4.5,20.0,No,Open All Days,Historical,Yes,0.025,Morning,India,https://www.google.com/maps/search/?api=1&query=Unakoti%20Rock%20Carvings%2C%20Unakoti%2C%20Tripura%2C%20India,Maharaja Bir Bikram Airport,Kumarghat Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Unakoti Main Market,Unakoti Famous Restaurant,October to March,Unakoti Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,69,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2.0,4.6,50.0,Yes,Friday,Historical,Yes,2.25,Morning,India,https://www.google.com/maps/search/?api=1&query=Taj%20Mahal%2C%20Agra%2C%20Uttar%20Pradesh%2C%20India,Agra Airport,Agra Cantt Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sadar Bazaar,Pinch of Spice,October to March,Agra Special Cuisine,8.0,27.17,78.0,74.0,No,Non-Religious,50,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.0,4.5,40.0,Yes,Open All Days,Historical,Yes,1.3,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Agra%20Fort%2C%20Agra%2C%20Uttar%20Pradesh%2C%20India,Agra Airport,Agra Cantt Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sadar Bazaar,Pinch of Spice,October to March,Agra Special Cuisine,8.0,27.17,78.0,72.0,No,Non-Religious,6,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1.0,4.1,20.0,Yes,Open All Days,Historical,Yes,0.0165,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Aligarh%20Fort%2C%20Aligarh%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Aligarh Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Aligarh Main Market,Aligarh Famous Restaurant,October to March,Aligarh Special Cuisine,8.0,0.0,0.0,66.0,No,Non-Religious,6,0,4.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.1,0,,5,,,,,,
Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1.0,4.5,0.0,Yes,Open All Days,Religious,Yes,0.09,Morning,India,https://www.google.com/maps/search/?api=1&query=Triveni%20Sangam%2C%20Allahabad%2C%20Uttar%20Pradesh%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Allahabad Main Market,Allahabad Famous Restaurant,October to March,Allahabad Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,70,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.0,4.8,0.0,Yes,Open All Days,Religious,No,0.025,All,India,https://www.google.com/maps/search/?api=1&query=Ram%20Janmabhoomi%2C%20Ayodhya%2C%20Uttar%20Pradesh%2C%20India,Maharishi Valmiki International Airport,Ayodhya Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Ayodhya Main Market,Ayodhya Famous Restaurant,October to March,Ayodhya Special Cuisine,8.0,0.0,0.0,77.0,No,Non-Religious,61,0,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2.0,4.4,40.0,Yes,Open All Days,Historical,Yes,0.07,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Buland%20Darwaza%2C%20Fatehpur%20Sikri%2C%20Uttar%20Pradesh%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Fatehpur Sikri Main Market,Fatehpur Sikri Famous Restaurant,October to March,Fatehpur Sikri Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,27,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0.0,Yes,Open All Days,Shopping,Yes,0.45,All,India,https://www.google.com/maps/search/?api=1&query=The%20Grand%20Venice%20Mall%2C%20Greater%20Noida%2C%20Uttar%20Pradesh%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0.0,Greater Noida Main Market,Greater Noida Famous Restaurant,October to March,Greater Noida Special Cuisine,8.0,0.0,0.0,67.0,No,Non-Religious,38,0,4.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500.0,Yes,Sunday,Sports,Yes,7.4,All,India,https://www.google.com/maps/search/?api=1&query=Buddh%20International%20Circuit%2C%20Greater%20Noida%2C%20Uttar%20Pradesh%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Greater Noida Main Market,Greater Noida Famous Restaurant,October to March,Greater Noida Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,71,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15.0,Yes,Open All Days,Historical,Yes,0.25,All,India,https://www.google.com/maps/search/?api=1&query=Jhansi%20Fort%2C%20Jhansi%2C%20Uttar%20Pradesh%2C%20India,Gwalior Airport,Jhansi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Jhansi Main Market,Jhansi Famous Restaurant,October to March,Jhansi Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,6,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2.0,4.2,150.0,Yes,Monday,Wildlife,Yes,0.21,All,India,https://www.google.com/maps/search/?api=1&query=Allen%20Forest%20Zoo%2C%20Kanpur%2C%20Uttar%20Pradesh%2C%20India,Kanpur Airport,Kanpur Central,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Naveen Market,Thaggu Ke Laddu,October to March,Kanpur Special Cuisine,8.0,0.0,0.0,67.0,No,Non-Religious,12,0,4.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50.0,Yes,Monday,Historical,No,0.45,All,India,https://www.google.com/maps/search/?api=1&query=Bara%20Imambara%2C%20Lucknow%2C%20Uttar%20Pradesh%2C%20India,Chaudhary Charan Singh International Airport,Lucknow Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8.0,26.84,80.94,70.0,No,Non-Religious,27,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0.0,Yes,Open All Days,Shopping,Yes,0.35,All,India,https://www.google.com/maps/search/?api=1&query=Phoenix%20Palassio%2C%20Lucknow%2C%20Uttar%20Pradesh%2C%20India,Chaudhary Charan Singh International Airport,Lucknow Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0.0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8.0,26.84,80.94,74.0,No,Non-Religious,38,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.13,All,India,https://www.google.com/maps/search/?api=1&query=Krishna%20Janmabhoomi%2C%20Mathura%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Holi Gate Market,Brijwasi Sweets,October to March,Mathura Special Cuisine,8.0,0.0,0.0,75.0,No,Non-Religious,3,0,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0.0,Yes,Open All Days,Cultural,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Nand%20Gaon%2C%20Mathura%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Holi Gate Market,Brijwasi Sweets,October to March,Mathura Special Cuisine,8.0,0.0,0.0,66.0,No,Non-Religious,72,0,4.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.1,0,,5,,,,,,
Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0.0,Yes,Open All Days,Religious,Yes,0.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Barsana%20Mandir%2C%20Mathura%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Holi Gate Market,Brijwasi Sweets,October to March,Mathura Special Cuisine,8.0,0.0,0.0,77.0,No,Non-Religious,3,0,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1.0,4.8,0.0,Yes,Open All Days,Religious,No,0.045,All,India,https://www.google.com/maps/search/?api=1&query=Augarnath%20Temple%2C%20Meerut%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Meerut City Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Meerut Main Market,Meerut Famous Restaurant,October to March,Meerut Special Cuisine,8.0,0.0,0.0,77.0,No,Religious Heritage,3,1,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30.0,Yes,Open All Days,Wildlife,Yes,0.035,All,India,https://www.google.com/maps/search/?api=1&query=Okhla%20Bird%20Sanctuary%2C%20Noida%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport / Noida International Airport (Jewar - Upcoming),Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Noida Main Market,Noida Famous Restaurant,October to March,Noida Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,5,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,
Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0.0,Yes,Open All Days,Shopping,Yes,1.5,All,India,https://www.google.com/maps/search/?api=1&query=DLF%20Mall%20of%20India%2C%20Noida%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport / Noida International Airport (Jewar - Upcoming),Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,Yes,No,No,0.0,Noida Main Market,Noida Famous Restaurant,October to March,Noida Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,38,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0.0,Yes,Open All Days,Historical,Yes,0.03,Morning,India,https://www.google.com/maps/search/?api=1&query=Kirti%20Mandir%2C%20Porbandar%2C%20Uttar%20Pradesh%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Porbandar Main Market,Porbandar Famous Restaurant,October to March,Porbandar Special Cuisine,8.0,0.0,0.0,77.0,No,Non-Religious,62,0,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,Unknown,1.0,4.6,5.0,Yes,Open All Days,Historical,Yes,0.065,All,India,https://www.google.com/maps/search/?api=1&query=Dhamek%20Stupa%2C%20Sarnath%2C%20Uttar%20Pradesh%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sarnath Main Market,Sarnath Famous Restaurant,October to March,Sarnath Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,27,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.9,All,India,https://www.google.com/maps/search/?api=1&query=Kashi%20Vishwanath%20Temple%2C%20Varanasi%2C%20Uttar%20Pradesh%2C%20India,Lal Bahadur Shastri International Airport,Varanasi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Vishwanath Gali,Kashi Chat Bhandar,October to March,Varanasi Special Cuisine,8.0,25.31,83.0,75.0,No,Religious Heritage,3,1,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1.0,4.8,0.0,Yes,Open All Days,Religious,No,0.37,All,India,https://www.google.com/maps/search/?api=1&query=Banke%20Bihari%20Temple%2C%20Vrindavan%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Vrindavan Main Market,Vrindavan Famous Restaurant,October to March,Vrindavan Special Cuisine,8.0,0.0,0.0,77.0,No,Religious Heritage,3,1,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0.0,Yes,Open All Days,Religious,Yes,0.49,Evening,India,https://www.google.com/maps/search/?api=1&query=Prem%20Mandir%2C%20Vrindavan%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Vrindavan Main Market,Vrindavan Famous Restaurant,October to March,Vrindavan Special Cuisine,8.0,0.0,0.0,77.0,No,Non-Religious,3,0,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
